Title,Rating,Genres,Tags,Url,Popularity,TagsGenres
Dead Silence (2007) ,6.2,"Horror, Mystery, Thriller            ","['young couple', 'nursery rhyme', 'creepy doll', 'vengeful ghost', 'abandoned theater']",https://www.imdb.com//title/tt0455760/,100,"horror,mystery,thriller,young couple,nursery rhyme,creepy doll,vengeful ghost,abandoned theater,"
Freddy's Dead: The Final Nightmare (1991) ,4.9,"Fantasy, Horror            ","['freddy krueger', 'serial killer', 'sixth part', 'sequel', 'nightmare']",https://www.imdb.com//title/tt0101917/,100,"fantasy,horror,freddy krueger,serial killer,sixth part,sequel,nightmare,"
I tre volti della paura (1963) ,7.1,Horror            ,"['lesbian subtext', 'vampire', 'ring', 'nurse', 'murder']",https://www.imdb.com//title/tt0057603/,100,"horror,lesbian subtext,vampire,ring,nurse,murder,"
The House of the Devil (2009) ,6.4,"Horror, Mystery            ","['retro horror', 'retro', 'lunar eclipse', 'pregnant', 'female protagonist']",https://www.imdb.com//title/tt1172994/,100,"horror,mystery,retro horror,retro,lunar eclipse,pregnant,female protagonist,"
Angel Heart (1987) ,7.3,"Horror, Mystery, Thriller            ","['lucifer morningstar character', 'woman in a bathtub', 'supernatural', 'camera shot of feet', 'investigation']",https://www.imdb.com//title/tt0092563/,100,"horror,mystery,thriller,lucifer morningstar character,woman in a bathtub,supernatural,camera shot of feet,investigation,"
Ilsa: She Wolf of the SS (1975) ,5.1,"Drama, Horror, Thriller            ","['nazi', 'prisoner', 'castration', 'female officer', 'evil woman']",https://www.imdb.com//title/tt0071650/,100,"drama,horror,thriller,nazi,prisoner,castration,female officer,evil woman,"
The Uninvited (2009) ,6.4,"Drama, Horror, Mystery            ","[""daughter hates father's girlfriend"", 'vibrator', 'nurse', 'boathouse', 'slit wrists']",https://www.imdb.com//title/tt0815245/,100,"drama,horror,mystery,daughter hates father's girlfriend,vibrator,nurse,boathouse,slit wrists,"
Return to Oz (1985) ,6.7,"Adventure, Family, Fantasy            ","['oz', 'mechanical man', 'villain', 'villainess', 'dorothy gale character']",https://www.imdb.com//title/tt0089908/,100,"adventure,family,fantasy,oz,mechanical man,villain,villainess,dorothy gale character,"
The Texas Chainsaw Massacre: The Beginning (2006) ,5.8,"Horror, Thriller            ","['tied feet', 'tied up while barefoot', 'cleavage', 'scantily clad female', 'panties']",https://www.imdb.com//title/tt0420294/,100,"horror,thriller,tied feet,tied up while barefoot,cleavage,scantily clad female,panties,"
Girl on the Third Floor (2019) ,4.5,"Drama, Horror, Mystery            ","['mansion', 'marbles', 'hole in the wall', 'husband cheats on wife', 'renovation']",https://www.imdb.com//title/tt9026184/,100,"drama,horror,mystery,mansion,marbles,hole in the wall,husband cheats on wife,renovation,"
Idle Hands (1999) ,6.2,"Comedy, Fantasy, Horror            ","['female frontal nudity', 'breasts', 'slow motion scene', 'trailer home', 'incense']",https://www.imdb.com//title/tt0138510/,100,"comedy,fantasy,horror,female frontal nudity,breasts,slow motion scene,trailer home,incense,"
The Exorcist III (1990) ,6.4,"Drama, Horror, Mystery            ","['serial killer', 'psychopathic killer', 'priest', 'strait jacket', 'church']",https://www.imdb.com//title/tt0099528/,100,"drama,horror,mystery,serial killer,psychopathic killer,priest,strait jacket,church,"
Hotel Transylvania 4 (2021) ,None,"Animation, Adventure, Comedy            ","['cgi animation', 'psychotronic film']",https://www.imdb.com//title/tt9848626/,100,"animation,adventure,comedy,cgi animation,psychotronic film,"
My Bloody Valentine (2009) ,5.4,"Horror, Mystery, Thriller            ","['female frontal nudity', 'female rear nudity', 'topless female nudity', 'bare breasts', 'masked killer']",https://www.imdb.com//title/tt1179891/,100,"horror,mystery,thriller,female frontal nudity,female rear nudity,topless female nudity,bare breasts,masked killer,"
The Beach House (II) (2019) ,5.3,"Drama, Horror, Mystery            ",['college'],https://www.imdb.com//title/tt10843306/,100,"drama,horror,mystery,college,"
Scary Movie 5 (2013) ,3.5,"Comedy, Horror            ","['ape', 'ballet', 'psychic', '2010s', 'cameo appearance']",https://www.imdb.com//title/tt0795461/,100,"comedy,horror,ape,ballet,psychic,2010s,cameo appearance,"
Shivers (1975) ,6.5,"Horror, Sci-Fi            ","['basement', 'blood splatter', 'disease', 'janitor', 'gore']",https://www.imdb.com//title/tt0073705/,100,"horror,sci-fi,basement,blood splatter,disease,janitor,gore,"
Do Not Reply (2019) ,4.2,"Horror, Thriller            ","['reference to virtual reality', 'halloween', 'halloween costume', 'halloween party', 'abduction']",https://www.imdb.com//title/tt8168992/,100,"horror,thriller,reference to virtual reality,halloween,halloween costume,halloween party,abduction,"
Mark of the Vampire (1935) ,6.3,"Horror, Mystery            ","['vampire', 'psychotronic film', 'monster movie', 'female monster', 'graveyard']",https://www.imdb.com//title/tt0026685/,100,"horror,mystery,vampire,psychotronic film,monster movie,female monster,graveyard,"
The Wolfman (2010) ,5.8,"Drama, Fantasy, Horror            ","['werewolf', 'asylum', 'full moon', 'the wolf man character', 'lawrence larry talbot character']",https://www.imdb.com//title/tt0780653/,100,"drama,fantasy,horror,werewolf,asylum,full moon,the wolf man character,lawrence larry talbot character,"
Wolf (1994) ,6.2,"Drama, Horror, Romance            ","['werewolf', 'publisher', 'sense of smell', 'manhattan new york city', 'bradbury building']",https://www.imdb.com//title/tt0111742/,99,"drama,horror,romance,werewolf,publisher,sense of smell,manhattan new york city,bradbury building,"
American risciò (1989) ,5.0,"Action, Horror, Thriller            ","['cat', 'snake', 'supernatural power', 'witch', 'miami florida']",https://www.imdb.com//title/tt0096806/,99,"action,horror,thriller,cat,snake,supernatural power,witch,miami florida,"
Terrifier (2016) ,5.6,"Horror, Thriller            ","['topless female nudity', 'killer clown', 'disfigurement', 'facial disfigurement', 'halloween']",https://www.imdb.com//title/tt4281724/,99,"horror,thriller,topless female nudity,killer clown,disfigurement,facial disfigurement,halloween,"
Krampus (I) (2015) ,6.1,"Comedy, Drama, Fantasy            ","['krampus', 'christmas', 'christmas horror', 'holiday', 'snowglobe']",https://www.imdb.com//title/tt3850590/,99,"comedy,drama,fantasy,krampus,christmas,christmas horror,holiday,snowglobe,"
From Beyond (1986) ,6.7,"Horror, Sci-Fi            ","['body horror', 'molestation', 'based on short story', 'time bomb', 'female frontal nudity']",https://www.imdb.com//title/tt0091083/,99,"horror,sci-fi,body horror,molestation,based on short story,time bomb,female frontal nudity,"
Ghosts of War (2020) ,5.4,"Horror, Thriller, War            ",[],https://www.imdb.com//title/tt6508228/,99,"horror,thriller,war,"
Twin Peaks: Fire Walk with Me (1992) ,7.3,"Drama, Horror, Mystery            ","['surrealism', 'double life', 'incest', 'tragic female character', 'nonlinear timeline']",https://www.imdb.com//title/tt0105665/,99,"drama,horror,mystery,surrealism,double life,incest,tragic female character,nonlinear timeline,"
Amityville: The Awakening (2017) ,4.8,"Horror, Thriller            ","['village name in title', 'place name in title', 'mother daughter relationship', 'haunted house', 'coma']",https://www.imdb.com//title/tt1935897/,99,"horror,thriller,village name in title,place name in title,mother daughter relationship,haunted house,coma,"
Archons (2018) ,3.6,"Horror, Sci-Fi, Thriller            ","['travel', 'fight', 'cigarette smoking', 'death', 'river']",https://www.imdb.com//title/tt5790218/,99,"horror,sci-fi,thriller,travel,fight,cigarette smoking,death,river,"
Scary Movie 3 (2003) ,5.5,"Comedy, Horror            ","['horror spoof', 'spoof', 'white panties', 'coming out of a television', 'alien']",https://www.imdb.com//title/tt0306047/,99,"comedy,horror,horror spoof,spoof,white panties,coming out of a television,alien,"
Boyz in the Wood (2019) ,6.2,"Action, Comedy, Horror            ","['rabbit', 'f word', 'rifle', 'scotland']",https://www.imdb.com//title/tt9735758/,99,"action,comedy,horror,rabbit,f word,rifle,scotland,"
The Girl with All the Gifts (2016) ,6.6,"Action, Adventure, Drama            ","['experiment', 'bitten by a zombie', 'feral child', 'scientist', 'cure']",https://www.imdb.com//title/tt4547056/,99,"action,adventure,drama,experiment,bitten by a zombie,feral child,scientist,cure,"
47 Meters Down (2017) ,5.6,"Adventure, Drama, Horror            ","['shark', 'shark cage', 'great white shark', 'mexico', 'rescue']",https://www.imdb.com//title/tt2932536/,99,"adventure,drama,horror,shark,shark cage,great white shark,mexico,rescue,"
Insidious: Chapter 3 (2015) ,6.1,"Horror, Mystery, Thriller            ","['attic', 'house', 'evil spirit', 'astral projection', 'supernatural power']",https://www.imdb.com//title/tt3195644/,99,"horror,mystery,thriller,attic,house,evil spirit,astral projection,supernatural power,"
Piranha 3DD (2012) ,3.7,"Comedy, Horror            ","['no panties', 'piranha', 'bare breasts', 'blonde', 'water park']",https://www.imdb.com//title/tt1714203/,99,"comedy,horror,no panties,piranha,bare breasts,blonde,water park,"
Velvet Buzzsaw (2019) ,5.7,"Comedy, Horror, Mystery            ","['artist', 'satire', 'gay man has sex with a woman', 'supernatural horror', 'dark satire']",https://www.imdb.com//title/tt7043012/,99,"comedy,horror,mystery,artist,satire,gay man has sex with a woman,supernatural horror,dark satire,"
Unfriended (2014) ,5.5,"Horror, Mystery, Thriller            ","['skype', 'teen horror', 'facebook', 'suicide', 'cyberbullying']",https://www.imdb.com//title/tt3713166/,99,"horror,mystery,thriller,skype,teen horror,facebook,suicide,cyberbullying,"
Spawn (1997) ,5.3,"Action, Drama, Horror            ","['image comics', 'based on comic book', 'child gagged', 'devil', 'hell']",https://www.imdb.com//title/tt0120177/,99,"action,drama,horror,image comics,based on comic book,child gagged,devil,hell,"
Piranha 3D (2010) ,5.4,"Comedy, Horror            ","['piranha', 'killer animal', 'female sheriff', 'boat', 'female in swimsuit']",https://www.imdb.com//title/tt0464154/,99,"comedy,horror,piranha,killer animal,female sheriff,boat,female in swimsuit,"
Resident Evil: Extinction (2007) ,6.3,"Action, Horror, Sci-Fi            ","['desert', 'satellite', 'convoy', 'crow', 'clone']",https://www.imdb.com//title/tt0432021/,99,"action,horror,sci-fi,desert,satellite,convoy,crow,clone,"
Hosts (2020) ,5.9,Horror            ,['fall'],https://www.imdb.com//title/tt9543062/,98,"horror,fall,"
Flatliners (2017) ,5.2,"Drama, Horror, Mystery            ","['medical student', 'near death experience', 'medical experiment', 'flashback', 'remake']",https://www.imdb.com//title/tt2039338/,98,"drama,horror,mystery,medical student,near death experience,medical experiment,flashback,remake,"
The Devil-Doll (1936) ,7.0,"Drama, Horror, Sci-Fi            ","['miniaturization', 'disguise', 'mind control', 'manhunt', 'convict']",https://www.imdb.com//title/tt0027521/,98,"drama,horror,sci-fi,miniaturization,disguise,mind control,manhunt,convict,"
The Grudge (2004) ,5.9,"Horror, Mystery, Thriller            ","['elderly', 'housewife', 'pet cat', 'bus', 'male frontal nudity']",https://www.imdb.com//title/tt0391198/,98,"horror,mystery,thriller,elderly,housewife,pet cat,bus,male frontal nudity,"
A Nightmare on Elm Street: The Dream Child (1989) ,5.2,"Fantasy, Horror            ","['comic book', 'serial teen murder', 'freddy krueger character', 'sadistic murderer', 'nightmare']",https://www.imdb.com//title/tt0097981/,98,"fantasy,horror,comic book,serial teen murder,freddy krueger character,sadistic murderer,nightmare,"
The Special (2020) ,4.9,Horror            ,['friend'],https://www.imdb.com//title/tt9118804/,98,"horror,friend,"
Wishmaster (1997) ,5.8,"Fantasy, Horror            ","['djinn', 'wishmaster', 'demon', 'first of series', 'security guard']",https://www.imdb.com//title/tt0120524/,98,"fantasy,horror,djinn,wishmaster,demon,first of series,security guard,"
Don't Be Afraid of the Dark (2010) ,5.6,"Fantasy, Horror, Thriller            ","['mansion', 'basement', 'interior designer', 'fear', 'imp']",https://www.imdb.com//title/tt1270761/,98,"fantasy,horror,thriller,mansion,basement,interior designer,fear,imp,"
Cam (2018) ,5.9,"Horror, Mystery, Thriller            ","['camgirl', 'doppelganger', 'shame', 'webcam', 'internet']",https://www.imdb.com//title/tt8361028/,98,"horror,mystery,thriller,camgirl,doppelganger,shame,webcam,internet,"
Hellboy II: The Golden Army (2008) ,7.0,"Action, Adventure, Fantasy            ","['superhero', 'twins', 'friendship', 'cat', 'elf']",https://www.imdb.com//title/tt0411477/,98,"action,adventure,fantasy,superhero,twins,friendship,cat,elf,"
Creep 2 (2017) ,6.4,"Horror, Thriller            ","['male frontal nudity', 'sequel', 'mask', 'hidden camera', 'hot tub']",https://www.imdb.com//title/tt3654796/,98,"horror,thriller,male frontal nudity,sequel,mask,hidden camera,hot tub,"
On Halloween (2020) ,3.7,Horror            ,"['woods', 'evil clown', 'halloween']",https://www.imdb.com//title/tt6580050/,98,"horror,woods,evil clown,halloween,"
Wounds (2019) ,4.0,"Drama, Horror, Mystery            ","['bartender', 'bar fight', 'group of college kids', 'lost phone', 'surreal']",https://www.imdb.com//title/tt5913798/,98,"drama,horror,mystery,bartender,bar fight,group of college kids,lost phone,surreal,"
Jeepers Creepers 2 (2003) ,5.6,Horror            ,"['cheerleader', 'nightmare', 'high school basketball', 'fear', 'rhyme in title']",https://www.imdb.com//title/tt0301470/,98,"horror,cheerleader,nightmare,high school basketball,fear,rhyme in title,"
The Picture of Dorian Gray (1945) ,7.5,"Drama, Fantasy, Horror            ","['painting', 'painter', 'soul', 'hedonist', 'deal with the devil']",https://www.imdb.com//title/tt0037988/,98,"drama,fantasy,horror,painting,painter,soul,hedonist,deal with the devil,"
I Still Know What You Did Last Summer (1998) ,4.7,"Horror, Mystery            ","['hooded figure', 'haunted by the past', 'female bartender', 'cleavage', 'fisherman']",https://www.imdb.com//title/tt0130018/,98,"horror,mystery,hooded figure,haunted by the past,female bartender,cleavage,fisherman,"
Cordelia (2019) ,6.5,"Drama, Horror, Thriller            ",['basement'],https://www.imdb.com//title/tt3734688/,98,"drama,horror,thriller,basement,"
His House (2020) ,6.0,"Drama, Horror, Thriller            ","['escape', 'haunted', 'refugees']",https://www.imdb.com//title/tt8508734/,98,"drama,horror,thriller,escape,haunted,refugees,"
The Ruins (2008) ,5.9,Horror            ,"['scantily clad female', 'bikini', 'white panties', 'panties', 'nipples visible through clothing']",https://www.imdb.com//title/tt0963794/,98,"horror,scantily clad female,bikini,white panties,panties,nipples visible through clothing,"
Grave (2016) ,7.0,"Drama, Fantasy, Horror            ","['cannibalism', 'initiation rite', 'sister sister relationship', 'eating raw meat', 'severed finger']",https://www.imdb.com//title/tt4954522/,98,"drama,fantasy,horror,cannibalism,initiation rite,sister sister relationship,eating raw meat,severed finger,"
Sinister 2 (2015) ,5.3,"Horror, Mystery, Thriller            ","['deputy', 'rural', 'farmhouse', 'private investigator', 'nightmare']",https://www.imdb.com//title/tt2752772/,97,"horror,mystery,thriller,deputy,rural,farmhouse,private investigator,nightmare,"
Deliver Us from Evil (I) (2014) ,6.2,"Horror, Mystery, Thriller            ","['priest', 'catholic', 'demonic possession', 'confession', 'exorcism']",https://www.imdb.com//title/tt2377322/,97,"horror,mystery,thriller,priest,catholic,demonic possession,confession,exorcism,"
Hellbound: Hellraiser II (1988) ,6.5,"Horror, Thriller            ","['puzzle', 'demon', 'hell', 'psychiatric hospital', 'doctor']",https://www.imdb.com//title/tt0095294/,97,"horror,thriller,puzzle,demon,hell,psychiatric hospital,doctor,"
Dracula 2000 (2000) ,4.9,"Action, Fantasy, Horror            ","['number in title', 'lucy westenra character', 'van helsing character', 'dr jack seward character', 'first part']",https://www.imdb.com//title/tt0219653/,97,"action,fantasy,horror,number in title,lucy westenra character,van helsing character,dr jack seward character,first part,"
Grindhouse (2007) ,7.5,"Action, Horror, Thriller            ","['double feature', 'original story', 'zombie', 'real twins playing twins', 'anthropophagus']",https://www.imdb.com//title/tt0462322/,97,"action,horror,thriller,double feature,original story,zombie,real twins playing twins,anthropophagus,"
Queen of the Damned (2002) ,5.3,"Drama, Fantasy, Horror            ","['vampire', 'rock star', 'fatal attraction', 'interspecies romance', 'supernatural power']",https://www.imdb.com//title/tt0238546/,97,"drama,fantasy,horror,vampire,rock star,fatal attraction,interspecies romance,supernatural power,"
Critters (1986) ,6.1,"Comedy, Horror, Sci-Fi            ","['eaten alive', 'male humanoid alien', 'extraterrestrial creature', 'extraterrestrial bounty hunter', 'farm']",https://www.imdb.com//title/tt0090887/,97,"comedy,horror,sci-fi,eaten alive,male humanoid alien,extraterrestrial creature,extraterrestrial bounty hunter,farm,"
From Hell (2001) ,6.8,"Horror, Mystery, Thriller            ","['victorian era', 'queen victoria character', 'bare breasts', 'jack the ripper', 'prostitute']",https://www.imdb.com//title/tt0120681/,97,"horror,mystery,thriller,victorian era,queen victoria character,bare breasts,jack the ripper,prostitute,"
Silent Hill: Revelation (2012) ,5.0,"Fantasy, Horror            ","['silent hill', 'younger version of character', 'nightmare', 'adoptive father', 'alternate reality']",https://www.imdb.com//title/tt0938330/,97,"fantasy,horror,silent hill,younger version of character,nightmare,adoptive father,alternate reality,"
Hausu (1977) ,7.4,"Comedy, Horror            ","['cult film', 'absurd violence', 'possession', 'stylized violence', 'bloody spray']",https://www.imdb.com//title/tt0076162/,97,"comedy,horror,cult film,absurd violence,possession,stylized violence,bloody spray,"
Leviathan (1989) ,5.8,"Adventure, Horror, Mystery            ","['title spoken by character', 'deep sea', 'mining', 'vodka', 'russian']",https://www.imdb.com//title/tt0097737/,97,"adventure,horror,mystery,title spoken by character,deep sea,mining,vodka,russian,"
The Little Stranger (2018) ,5.5,"Drama, Horror, Mystery            ","['year 1947', 'year 1919', 'doctor', 'dog', 'voice over narration']",https://www.imdb.com//title/tt6859762/,97,"drama,horror,mystery,year 1947,year 1919,doctor,dog,voice over narration,"
In Fabric (2018) ,6.3,"Comedy, Horror, Mystery            ","['bank teller', 'washing machine repairman', 'saleswoman', 'bald woman', 'wig']",https://www.imdb.com//title/tt7464188/,97,"comedy,horror,mystery,bank teller,washing machine repairman,saleswoman,bald woman,wig,"
The Collector (I) (2009) ,6.4,"Action, Crime, Horror            ","['trap', 'masked killer', 'slasher', 'burglar', 'home invasion']",https://www.imdb.com//title/tt0844479/,97,"action,crime,horror,trap,masked killer,slasher,burglar,home invasion,"
The Omen (2006) ,5.5,"Action, Adventure, Fantasy            ","['antichrist', 'evil', 'boy', 'child murderer', 'woman murders a woman']",https://www.imdb.com//title/tt0466909/,97,"action,adventure,fantasy,antichrist,evil,boy,child murderer,woman murders a woman,"
The Dead Zone (1983) ,7.2,"Drama, Horror, Sci-Fi            ","['coma', 'car accident', 'vision', 'evil politician', 'corrupt politician']",https://www.imdb.com//title/tt0085407/,97,"drama,horror,sci-fi,coma,car accident,vision,evil politician,corrupt politician,"
Gremlins 2: The New Batch (1990) ,6.4,"Comedy, Fantasy, Horror            ","['hulk hogan', 'gremlin', 'skyscraper', 'monster', 'short skirt']",https://www.imdb.com//title/tt0099700/,97,"comedy,fantasy,horror,hulk hogan,gremlin,skyscraper,monster,short skirt,"
Haute tension (2003) ,6.8,Horror            ,"['serial killer', 'serial murderer', 'farmhouse', 'straight razor', 'serial killing']",https://www.imdb.com//title/tt0338095/,97,"horror,serial killer,serial murderer,farmhouse,straight razor,serial killing,"
Better Watch Out (II) (2016) ,6.5,"Comedy, Crime, Horror            ","['bound and gagged with duct tape', 'hit with a baseball bat', 'christmas horror', 'gun', 'evil child']",https://www.imdb.com//title/tt4443658/,97,"comedy,crime,horror,bound and gagged with duct tape,hit with a baseball bat,christmas horror,gun,evil child,"
American Mary (2012) ,6.3,"Drama, Horror            ","['torture', 'body modification', 'medical student', 'twin', 'unlicensed physician']",https://www.imdb.com//title/tt1959332/,97,"drama,horror,torture,body modification,medical student,twin,unlicensed physician,"
Devil's Gate (2017) ,5.1,"Horror, Sci-Fi, Thriller            ","['abandoned place', 'small town', 'farm', 'trap', 'victim']",https://www.imdb.com//title/tt4610748/,96,"horror,sci-fi,thriller,abandoned place,small town,farm,trap,victim,"
The Midnight Meat Train (2008) ,6.0,"Horror, Mystery, Thriller            ","['photographer', 'subway', 'butcher', 'dismemberment', 'art gallery']",https://www.imdb.com//title/tt0805570/,96,"horror,mystery,thriller,photographer,subway,butcher,dismemberment,art gallery,"
Sleepwalkers (1992) ,5.3,"Fantasy, Horror            ","['mother son incest', 'incestuous sex', 'attempted rape', 'cameo', 'lifting a female into the air']",https://www.imdb.com//title/tt0105428/,96,"fantasy,horror,mother son incest,incestuous sex,attempted rape,cameo,lifting a female into the air,"
"Janghwa, Hongryeon (2003) ",7.2,"Drama, Horror, Mystery            ","['stepmother', 'death', 'ghost', 'cruelty', 'accident']",https://www.imdb.com//title/tt0365376/,96,"drama,horror,mystery,stepmother,death,ghost,cruelty,accident,"
Lifeforce (1985) ,6.2,"Action, Horror, Mystery            ","['vampire', 'alien', 'zombie', 'space vampire', 'breasts']",https://www.imdb.com//title/tt0089489/,96,"action,horror,mystery,vampire,alien,zombie,space vampire,breasts,"
Paranormal Attraction (2020) ,2.4,Horror            ,[],https://www.imdb.com//title/tt10223876/,96,"horror,"
The Island of Dr. Moreau (1996) ,4.6,"Horror, Sci-Fi, Thriller            ","['mutant', 'animal experimentation', 'island', 'chimera', 'jungle']",https://www.imdb.com//title/tt0116654/,96,"horror,sci-fi,thriller,mutant,animal experimentation,island,chimera,jungle,"
Land of the Dead (2005) ,6.2,"Horror, Sci-Fi, Thriller            ","['zombie apocalypse', 'post apocalypse', 'zombie film', 'zombie survival', 'survival horror']",https://www.imdb.com//title/tt0418819/,96,"horror,sci-fi,thriller,zombie apocalypse,post apocalypse,zombie film,zombie survival,survival horror,"
The Taking (2014) ,6.0,"Horror, Mystery, Thriller            ","['fake documentary', 'found footage', 'disease', ""alzheimer's disease"", 'evil']",https://www.imdb.com//title/tt3387648/,96,"horror,mystery,thriller,fake documentary,found footage,disease,alzheimer's disease,evil,"
Laxmmi Bomb (2020) ,None,"Comedy, Horror            ",['ghost'],https://www.imdb.com//title/tt10350922/,96,"comedy,horror,ghost,"
The Skeleton Key (2005) ,6.5,"Drama, Horror, Mystery            ","['hoodoo', 'bound and gagged', 'southern gothic', 'surprise ending', 'double barreled shotgun']",https://www.imdb.com//title/tt0397101/,96,"drama,horror,mystery,hoodoo,bound and gagged,southern gothic,surprise ending,double barreled shotgun,"
What Lies Beneath (2000) ,6.6,"Drama, Fantasy, Horror            ","['hitchcockian', 'death by drowning', 'small village', 'pick up truck', 'entity']",https://www.imdb.com//title/tt0161081/,96,"drama,fantasy,horror,hitchcockian,death by drowning,small village,pick up truck,entity,"
Predator 2 (1990) ,6.3,"Action, Horror, Sci-Fi            ","['alien', 'city', 'cop', 'gang', 'chase']",https://www.imdb.com//title/tt0100403/,96,"action,horror,sci-fi,alien,city,cop,gang,chase,"
Hell Fest (2018) ,5.5,"Horror, Thriller            ","['amusement park', 'haunted house attraction', 'masked killer', 'slasher', 'group of friends']",https://www.imdb.com//title/tt1999890/,96,"horror,thriller,amusement park,haunted house attraction,masked killer,slasher,group of friends,"
Shadow in the Cloud (2020) ,5.9,"Action, Horror, War            ","['secret', 'world war two', 'boeing b 17 flying fortress', 'horror directed by woman']",https://www.imdb.com//title/tt9691136/,96,"action,horror,war,secret,world war two,boeing b 17 flying fortress,horror directed by woman,"
The Open House (2018) ,3.2,"Horror, Thriller            ","['mother son relationship', 'death of husband', 'open house', 'shower scene', 'unknown killer']",https://www.imdb.com//title/tt7608028/,96,"horror,thriller,mother son relationship,death of husband,open house,shower scene,unknown killer,"
The Brood (1979) ,6.9,"Horror, Sci-Fi            ","['body horror', '1970s', 'hypnosis', 'domestic violence', 'traumatic event']",https://www.imdb.com//title/tt0078908/,96,"horror,sci-fi,body horror,1970s,hypnosis,domestic violence,traumatic event,"
Twilight Zone: The Movie (1983) ,6.5,"Horror, Sci-Fi            ","['profanity', 'star died before release', 'star died during filming', 'city', 'airplane passenger']",https://www.imdb.com//title/tt0086491/,96,"horror,sci-fi,profanity,star died before release,star died during filming,city,airplane passenger,"
Arachnophobia (1990) ,6.4,"Comedy, Fantasy, Horror            ","['spider', 'arachnophobia', 'doctor', 'small town', 'spider bite']",https://www.imdb.com//title/tt0099052/,96,"comedy,fantasy,horror,spider,arachnophobia,doctor,small town,spider bite,"
Come to Daddy (2019) ,6.0,"Comedy, Horror, Mystery            ","['isolated house', 'sea', 'watching someone sleep', 'male full frontal nudity', 'pubic hair']",https://www.imdb.com//title/tt8816194/,96,"comedy,horror,mystery,isolated house,sea,watching someone sleep,male full frontal nudity,pubic hair,"
Nightbreed (1990) ,6.6,"Action, Fantasy, Horror            ","['mad doctor', 'motel', 'surrealism', 'supernatural power', 'surprise ending']",https://www.imdb.com//title/tt0100260/,95,"action,fantasy,horror,mad doctor,motel,surrealism,supernatural power,surprise ending,"
13 Ghosts (1960) ,6.1,"Horror, Mystery            ","['ouija board', 'child in peril', 'financial crisis', 'husband wife relationship', 'housekeeper']",https://www.imdb.com//title/tt0053559/,95,"horror,mystery,ouija board,child in peril,financial crisis,husband wife relationship,housekeeper,"
Saw 3D (2010) ,5.6,"Horror, Mystery            ","['sequel', 'female police officer', 'tied to a chair', 'husband wife relationship', 'cleavage']",https://www.imdb.com//title/tt1477076/,95,"horror,mystery,sequel,female police officer,tied to a chair,husband wife relationship,cleavage,"
The Hills Have Eyes II (2007) ,5.1,"Horror, Thriller            ","['desert', 'napolon bonaparte character', 'murder of a nude woman', 'nude pregnant woman', 'nudity']",https://www.imdb.com//title/tt0800069/,95,"horror,thriller,desert,napolon bonaparte character,murder of a nude woman,nude pregnant woman,nudity,"
Red Riding Hood (2011) ,5.5,"Fantasy, Horror, Mystery            ","['younger version of character', 'dumping a dead body in a lake', 'character name as title', 'little red riding hood character', 'silver sword']",https://www.imdb.com//title/tt1486185/,95,"fantasy,horror,mystery,younger version of character,dumping a dead body in a lake,character name as title,little red riding hood character,silver sword,"
Little Monsters (2019) ,6.3,"Comedy, Horror, Sci-Fi            ","['kindergarten teacher', 'kindergarten class', 'psychotronic film', 'zombie', 'zombie child']",https://www.imdb.com//title/tt7390588/,95,"comedy,horror,sci-fi,kindergarten teacher,kindergarten class,psychotronic film,zombie,zombie child,"
Swamp Thing (1982) ,5.4,"Horror, Sci-Fi            ","['swamp', 'scientist', 'based on comic book', 'dc comics', 'government agent']",https://www.imdb.com//title/tt0084745/,95,"horror,sci-fi,swamp,scientist,based on comic book,dc comics,government agent,"
The Invisible Man (1933) ,7.7,"Horror, Sci-Fi            ","['invisibility', 'scientist', 'world domination', 'mad scientist', 'bandaged face']",https://www.imdb.com//title/tt0024184/,95,"horror,sci-fi,invisibility,scientist,world domination,mad scientist,bandaged face,"
Hannibal Rising (2007) ,6.2,"Adventure, Crime, Drama            ","['aunt', 'revenge', 'faked death', 'medical student', '1950s']",https://www.imdb.com//title/tt0367959/,95,"adventure,crime,drama,aunt,revenge,faked death,medical student,1950s,"
Psycho (1998) ,4.6,"Horror, Mystery, Thriller            ","['remake', 'murdered in a shower', 'color remake of black and white film', 'shot for shot remake', 'norman bates']",https://www.imdb.com//title/tt0155975/,95,"horror,mystery,thriller,remake,murdered in a shower,color remake of black and white film,shot for shot remake,norman bates,"
The Pale Door (2020) ,4.7,"Drama, Horror, Western            ",['train'],https://www.imdb.com//title/tt9178402/,95,"drama,horror,western,train,"
Hell House LLC (2015) ,6.4,"Horror, Mystery            ","['found footage', 'haunted house attraction', 'halloween', 'tv news', 'chained to a wall']",https://www.imdb.com//title/tt4267026/,95,"horror,mystery,found footage,haunted house attraction,halloween,tv news,chained to a wall,"
"The Beast from 20,000 Fathoms (1953) ",6.7,"Horror, Sci-Fi            ","['monster', 'arctic', 'dinosaur', 'paleontologist', 'rhedosaurus']",https://www.imdb.com//title/tt0045546/,95,"horror,sci-fi,monster,arctic,dinosaur,paleontologist,rhedosaurus,"
Yummy (2019) ,6.0,"Action, Comedy, Horror            ","['undead', 'plastic surgery', 'blood', 'gore', 'zombie']",https://www.imdb.com//title/tt11054164/,95,"action,comedy,horror,undead,plastic surgery,blood,gore,zombie,"
